AL012000,            UNNAMED,      4,
20000901, 1200,  , TD, 14.8N,  45.2W,  25, 1009, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000901, 1800,  , TD, 15.0N,  47.0W,  30, 1009, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000902, 0000,  , TD, 15.6N,  48.3W,  30, 1009, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000902, 0600,  , TS, 16.2N,  49.5W,  35, 1008, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000902, 1200,  , TS, 16.9N,  50.8W,  35, 1008, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000902, 1800,  , TS, 17.5N,  52.1W,  35, 1008, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000903, 0000,  , TS, 18.2N,  53.6W,  35, 1008, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000903, 0600,  , TS, 18.8N,  55.0W,  35, 1008, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000903, 1200,  , TS, 19.4N,  56.6W,  35, 1008, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000903, 1800,  , TD, 20.0N,  58.0W,  30, 1009, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
AL092000,            UNNAMED,      6,
20000908, 1800,  , TD, 27.5N,  93.5W,  25, 1009, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000908, 2100, I, TD, 28.0N,  93.5W,  30, 1008, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000909, 0000,  , TD, 28.5N,  93.5W,  30, 1009, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000909, 0600,  , TD, 29.3N,  93.8W,  25, 1009, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000909, 1000, L, TD, 29.9N,  93.9W,  25, 1009, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000909, 1200,  , TD, 30.0N,  94.0W,  25, 1010, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
AL102000,           FLORENCE,     29,
20000910, 1800,  , SD, 30.9N,  70.9W,  30, 1007, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000911, 0000,  , SD, 30.8N,  71.3W,  30, 1007, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000911, 0600,  , TD, 30.7N,  71.8W,  30, 1006, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000911, 1200,  , TS, 30.4N,  72.2W,  45, 1002, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000911, 1800,  , HU, 30.1N,  72.6W,  65,  998, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000912, 0000,  , HU, 30.1N,  72.7W,  65,  992, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000912, 0600,  , TS, 30.2N,  72.8W,  60,  993, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000912, 1200,  , TS, 30.3N,  73.1W,  60,  991, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000912, 1800,  , HU, 30.6N,  73.3W,  65,  987, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000913, 0000,  , HU, 30.8N,  73.7W,  65,  986, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000913, 0600,  , HU, 30.7N,  74.0W,  65,  986, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000913, 1200,  , TS, 30.7N,  73.8W,  60,  987, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000913, 1800,  , TS, 30.5N,  73.7W,  55,  989, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000914, 0000,  , TS, 30.2N,  73.6W,  50,  991, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000914, 0600,  , TS, 29.6N,  73.6W,  45,  993, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000914, 1200,  , TS, 29.5N,  73.4W,  45,  994, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000914, 1800,  , TS, 29.3N,  73.1W,  45,  995, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000915, 0000,  , TS, 29.2N,  72.8W,  45,  995, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000915, 0600,  , TS, 29.1N,  72.4W,  45,  996, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000915, 1200,  , TS, 29.8N,  71.2W,  50,  997, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000915, 1800,  , TS, 30.1N,  69.7W,  60,  997, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000916, 0000,  , HU, 30.8N,  67.5W,  65,  994, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
20000916, 0600,  , HU, 32.6N,  66.1W,  65,  988, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999, -999,
